Product ID,Product,Description,Price,Category
582,GUAIFENESIN,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,371.3,Bristol-Myers Squibb
583,Pacnex,This medication is used to treat high blood pressure,287.06,Sanofi
584,Artichoke,This medicine is used to manage anxiety and panic disorders,364.05,AstraZeneca
585,California Black Walnut,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,115.42,GlaxoSmithKline
586,Flu and Severe Cold and Cough,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,88.6,AstraZeneca
587,hemorrhoidal,This drug is used to relieve symptoms of allergies such as sneezing and itching,134.12,AbbVie
588,Dandruff,This prescription helps to control seizures in individuals with epilepsy,202.15,Bristol-Myers Squibb
589,Enteric Aspirin,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,398.14,Bristol-Myers Squibb
590,good neighbor pharmacy cold,This prescription helps to control seizures in individuals with epilepsy,170.65,Novartis
591,Spironolactone,This medication is used to treat high blood pressure,141.0,Roche
592,Kadian,This drug is prescribed to relieve pain and reduce fever,68.11,Pfizer
593,Irbesartan,This prescription helps to control seizures in individuals with epilepsy,58.66,AstraZeneca
594,MORELLA CERIFERA POLLEN,This medication is used to treat high blood pressure,117.31,Roche
595,Tolnaftate,This prescription helps to control seizures in individuals with epilepsy,290.65,Johnson & Johnson
596,Naloxone Hydrochloride,This remedy is used to reduce inflammation and pain caused by arthritis,326.52,Sanofi
597,Medicated Body,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,295.33,Pfizer
598,Joint and Muscle Pain,This prescription helps to control seizures in individuals with epilepsy,333.47,AbbVie
599,Phentermine Hydrochloride,This drug is used to relieve symptoms of allergies such as sneezing and itching,438.93,Johnson & Johnson
600,Cyclobenzaprine Hydrochloride,This medication is prescribed to treat depression and improve mood,475.87,Pfizer
601,ACONITUM NAPELLUS,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,120.56,Bristol-Myers Squibb
602,acid reducer,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,265.61,Pfizer
603,Vancocin,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,227.85,AstraZeneca
604,Glipizide,This medication is used to treat high blood pressure,179.76,AbbVie
605,Clobetasol Propionate,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,430.54,AbbVie
606,Hemorrhoidal Cooling,This remedy is used to treat insomnia and promote sleep.,362.1,AbbVie
607,Technetium Tc99m Generator,This drug is used to relieve symptoms of allergies such as sneezing and itching,291.05,AbbVie
608,Womens Laxative,This prescription helps to control seizures in individuals with epilepsy,344.45,Pfizer
609,Long-Lasting Wicked Fresh - Cool Peppermint,This prescription helps to control seizures in individuals with epilepsy,477.69,Johnson & Johnson
610,Neptune E2 ANTISEPTIC FOAM HAND,This remedy is used to treat insomnia and promote sleep.,425.3,Novartis
611,Fluocinonide,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,142.77,Merck
612,equaline daytime nighttime cold and flu relief,This drug is used to relieve symptoms of allergies such as sneezing and itching,420.49,Novartis
613,Oxygen,This medication is used to treat high blood pressure,239.61,Roche
614,PLAGENTRA INTENSIVE CARE,This drug is used to relieve symptoms of allergies such as sneezing and itching,277.94,GlaxoSmithKline
615,Nighttime Sleep Aid,This medication is used to treat high blood pressure,132.95,Johnson & Johnson
616,Lorazepam,This medication is used to treat high blood pressure,486.85,Roche
617,Quinapril,This remedy is used to reduce inflammation and pain caused by arthritis,377.55,AbbVie
618,OMNISCAN,This prescription helps to control seizures in individuals with epilepsy,362.75,Roche
619,SmileActives,This drug is prescribed to relieve pain and reduce fever,255.48,Johnson & Johnson
620,Candida Heavy Metal Detox,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,75.68,Pfizer
621,Famotidine,This medication is prescribed to treat depression and improve mood,62.47,Johnson & Johnson
622,RUNNY NOSE,This medicine is used to manage anxiety and panic disorders,283.35,Novartis
623,Oxygen,This remedy is used to treat insomnia and promote sleep.,55.35,Johnson & Johnson
624,Coralite Antibacterial,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,120.14,GlaxoSmithKline
625,Glimepiride,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,375.25,Roche
626,Zosyn,This drug is used to relieve symptoms of allergies such as sneezing and itching,405.53,Merck
627,Treatment Set TS345050,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,463.2,AstraZeneca
628,Terazosin,This remedy is used to reduce inflammation and pain caused by arthritis,235.84,Merck
629,rexall hemorrhoidal,This medication is prescribed to treat depression and improve mood,488.33,Pfizer
630,Dexamethasone,This drug is prescribed to relieve pain and reduce fever,323.02,Pfizer
631,Orchiforce,This drug is prescribed to relieve pain and reduce fever,182.29,AstraZeneca
632,good neighbor pharmacy ibuprofen,This remedy is used to reduce inflammation and pain caused by arthritis,175.82,AbbVie
633,Vasotec,This prescription helps to control seizures in individuals with epilepsy,70.22,GlaxoSmithKline
634,LISINOPRIL,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,127.85,Novartis
635,dantrolene sodium,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,66.93,AbbVie
636,FENTANYL,This remedy is used to reduce inflammation and pain caused by arthritis,402.46,Roche
637,Salsalate,This medication is prescribed to treat depression and improve mood,370.95,Merck
638,Warfarin Sodium,This remedy is used to treat insomnia and promote sleep.,444.22,Sanofi
639,Simethicone,This remedy is used to treat insomnia and promote sleep.,202.66,Johnson & Johnson
640,LOVASTATIN,This drug is used to relieve symptoms of allergies such as sneezing and itching,214.27,Sanofi
641,Linkus Lozenges,This remedy is used to treat insomnia and promote sleep.,177.32,Novartis
642,Lidocaine Hydrochloride,This prescription helps to control seizures in individuals with epilepsy,277.2,GlaxoSmithKline
643,good neighbor pharmacy ibuprofen,This remedy is used to treat insomnia and promote sleep.,298.23,Sanofi
644,stop smoking aid,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,54.81,AbbVie
645,PARAID Alcohol,This drug is prescribed to relieve pain and reduce fever,217.02,Bristol-Myers Squibb
646,Hand Sanitizer,This medication is prescribed to treat depression and improve mood,294.84,GlaxoSmithKline
647,Carteolol Hydrochloride,This medication is prescribed to treat depression and improve mood,464.16,Bristol-Myers Squibb
648,BABOR HSR Lifting Decollete Mask,This medication is prescribed to treat depression and improve mood,479.15,Bristol-Myers Squibb
649,MERCURIUS VIVUS,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,468.24,Johnson & Johnson
650,Duloxetine hydrochloride,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,285.91,AstraZeneca
651,Carvedilol,This prescription helps to control seizures in individuals with epilepsy,297.93,AstraZeneca
652,Zolpidem tartrate,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,64.46,Sanofi
653,Lamotrigine,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,247.44,Johnson & Johnson
654,Nucynta,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,455.42,Sanofi
655,Famotidine,This remedy is used to treat insomnia and promote sleep.,417.67,AstraZeneca
656,Peppermint,This medication is prescribed to treat depression and improve mood,243.91,Merck
657,Zantac 150,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,87.35,GlaxoSmithKline
658,AHC Revitalizing Special Gen Serum,This medication is prescribed to treat depression and improve mood,399.46,Novartis
659,Liothyronine sodium,This remedy is used to reduce inflammation and pain caused by arthritis,191.37,Sanofi
660,Budpak Medicated Anti Itch,This remedy is used to reduce inflammation and pain caused by arthritis,91.24,AstraZeneca
661,LE TECHNIQ,This medicine is used to manage anxiety and panic disorders,139.57,GlaxoSmithKline
662,Dexamethasone,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,319.98,Bristol-Myers Squibb
663,FENTANYL TRANSDERMAL SYSTEM,This remedy is used to reduce inflammation and pain caused by arthritis,80.84,Roche
664,ESIKA,This drug is used to relieve symptoms of allergies such as sneezing and itching,118.32,GlaxoSmithKline
665,Cold-EEZE,This medication is prescribed to treat depression and improve mood,294.17,Pfizer
666,OBAGI C RX SYSTEM C CLARIFYING SERUM,This medication is prescribed to treat depression and improve mood,404.44,AbbVie
667,KENALOG-40,This medicine is used to manage anxiety and panic disorders,109.56,Johnson & Johnson
668,Maximum Strength Menstrual Relief,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,289.31,Sanofi
669,No7 Protect and Perfect Day Cream SPF 15,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,179.36,Bristol-Myers Squibb
670,CANDIDA ALB,This medication is prescribed to treat depression and improve mood,76.3,Sanofi
671,Furosemide,This drug is prescribed to relieve pain and reduce fever,61.62,Novartis
672,Omega 3 Heat Therapy,This prescription helps to control seizures in individuals with epilepsy,122.12,Sanofi
673,Bambusa Stibium,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,235.82,Johnson & Johnson
674,Coffea Cruda Kit Refill,This medicine is used to manage anxiety and panic disorders,220.87,Roche
675,Neutrogena Oil Free Acne Wash Daily Scrub,This medicine is used to manage anxiety and panic disorders,451.95,Novartis
676,IFEX,This medicine is used to manage anxiety and panic disorders,178.64,Johnson & Johnson
677,Trelstar,This medicine is used to manage anxiety and panic disorders,138.84,Merck
678,Hand Sanitizer,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,241.84,Johnson & Johnson
679,Woodwards HandClens Foaming Sanitizer,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,328.16,AbbVie
680,phenol,This medication is used to treat high blood pressure,168.36,Roche
681,Publix Kids,This remedy is used to reduce inflammation and pain caused by arthritis,465.22,Merck
682,Timolol Maleate,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,158.09,AbbVie
683,CPDA-1,This prescription helps to control seizures in individuals with epilepsy,373.6,Johnson & Johnson
684,health mart childrens ibuprofen,This drug is used to relieve symptoms of allergies such as sneezing and itching,266.4,Johnson & Johnson
685,Divalproex Sodium,This medication is used to treat high blood pressure,293.64,Merck
686,Aranelle,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,429.06,Novartis
687,AETHUSA CYNAPIUM,This remedy is used to treat insomnia and promote sleep.,484.42,AbbVie
688,SPF30 SUPER SENSITIVE SUNSCREEN,This drug is used to relieve symptoms of allergies such as sneezing and itching,84.79,Merck
689,Sleep Aid,This medication is prescribed to treat depression and improve mood,91.07,Roche
690,On Duty Sport,This remedy is used to reduce inflammation and pain caused by arthritis,154.16,AstraZeneca
691,SEEQUIN 2,This drug is prescribed to relieve pain and reduce fever,233.03,AstraZeneca
692,Mucinex D,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,453.47,Johnson & Johnson
693,Omeprazole Magnesium,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,298.42,Sanofi
694,Technetium Tc 99m Medronate,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,82.21,Bristol-Myers Squibb
695,Tussin CF,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,293.39,Sanofi
696,Pussy Willow Pollen,This medication is prescribed to treat depression and improve mood,111.1,AstraZeneca
697,FERROUS SULFATE,This medicine is used to manage anxiety and panic disorders,300.87,Sanofi
698,Proquin,This prescription helps to control seizures in individuals with epilepsy,458.37,AstraZeneca
699,KOCHIA SCOPARIA POLLEN,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,342.93,Novartis
700,Oxaprozin,This medication is prescribed to treat depression and improve mood,241.01,Johnson & Johnson
701,Gemcitabine Hydrochloride,This remedy is used to reduce inflammation and pain caused by arthritis,411.3,Merck
702,Simvastatin,This drug is used to relieve symptoms of allergies such as sneezing and itching,480.79,AbbVie
703,dg health tussin dm,This drug is used to relieve symptoms of allergies such as sneezing and itching,215.92,AbbVie
704,DECONEX,This medication is used to treat high blood pressure,433.99,AstraZeneca
705,Fentanyl,This prescription helps to control seizures in individuals with epilepsy,103.74,Pfizer
706,benzoyl peroxide,This remedy is used to reduce inflammation and pain caused by arthritis,178.65,Roche
707,OHUI AGE RECOVERY TRI SHIELD PACT 10,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,114.0,GlaxoSmithKline
708,Desipramine Hydrochloride,This drug is used to relieve symptoms of allergies such as sneezing and itching,413.15,Roche
709,Alclometasone Dipropionate,This medication is prescribed to treat depression and improve mood,172.68,Sanofi
710,CEFADROXIL,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,221.4,Sanofi
711,Heparin Sodium,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,219.53,Johnson & Johnson
712,Stay Clean Foam Hand Sanitizer,This prescription helps to control seizures in individuals with epilepsy,272.92,Merck
713,Mulberry,This drug is prescribed to relieve pain and reduce fever,95.45,AbbVie
714,TERRASIL COLD SORE TREATMENT,This drug is used to relieve symptoms of allergies such as sneezing and itching,394.41,Bristol-Myers Squibb
715,Recovatone,This drug is used to relieve symptoms of allergies such as sneezing and itching,84.83,Sanofi
716,Dr Wises Formula II Intestinal Calm,This medication is prescribed to treat depression and improve mood,181.56,AstraZeneca
717,Coppertone,This drug is used to relieve symptoms of allergies such as sneezing and itching,448.32,Pfizer
718,Losartan Potassium,This remedy is used to treat insomnia and promote sleep.,103.02,Merck
719,OB Towelette,This drug is used to relieve symptoms of allergies such as sneezing and itching,274.44,GlaxoSmithKline
720,Sulindac,This medicine is used to manage anxiety and panic disorders,252.06,Bristol-Myers Squibb
721,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,This medication is used to treat high blood pressure,191.88,Johnson & Johnson
722,DIGOXIN,This drug is used to relieve symptoms of allergies such as sneezing and itching,340.33,Pfizer
723,Koh Gen Do Maifanshi Makeup Color Base,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,51.16,AstraZeneca
724,Ciprofloxacin,This remedy is used to treat insomnia and promote sleep.,209.6,Bristol-Myers Squibb
725,Zodryl DEC 60,This medication is prescribed to treat depression and improve mood,344.59,Novartis
726,Personal Care Pyrithione Zinc Dandruff,This medication is prescribed to treat depression and improve mood,433.23,Pfizer
727,Meprobamate,This prescription helps to control seizures in individuals with epilepsy,77.23,AstraZeneca
728,Ibuprofen,This drug is used to relieve symptoms of allergies such as sneezing and itching,325.23,Johnson & Johnson
729,equaline pain relief,This remedy is used to reduce inflammation and pain caused by arthritis,403.35,Pfizer
730,diltiazem hydrochloride,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,462.26,GlaxoSmithKline
731,Labetalol hydrochloride,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,323.64,Merck
732,Calcium carbonate,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,105.28,Johnson & Johnson
733,Aveeno Protect Plus Hydrate Sunscreen,This drug is prescribed to relieve pain and reduce fever,285.49,AstraZeneca
734,Toviaz,This remedy is used to treat insomnia and promote sleep.,324.24,Pfizer
735,Sore Throat,This drug is used to relieve symptoms of allergies such as sneezing and itching,499.07,Johnson & Johnson
736,Thiamine,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,136.32,Novartis
737,Lithium Carbonate,This drug is prescribed to relieve pain and reduce fever,290.22,Pfizer
738,Pitch Pine,This remedy is used to reduce inflammation and pain caused by arthritis,422.64,Bristol-Myers Squibb
739,Lice Killing,This medicine is used to manage anxiety and panic disorders,179.97,Merck
740,California Valley White Oak,This prescription helps to control seizures in individuals with epilepsy,406.52,Roche
741,Metoprolol Succinate,This drug is used to relieve symptoms of allergies such as sneezing and itching,332.19,AstraZeneca
742,Clarithromycin,This remedy is used to treat insomnia and promote sleep.,126.64,Johnson & Johnson
743,Albuterol Sulfate,This remedy is used to reduce inflammation and pain caused by arthritis,116.88,Bristol-Myers Squibb
744,Exelon,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,92.6,Novartis
745,Citalopram,This remedy is used to treat insomnia and promote sleep.,293.84,Bristol-Myers Squibb
746,Stavudine,This medication is used to treat high blood pressure,142.69,Sanofi
747,Nortriptyline Hydrochloride,This medication is used to treat high blood pressure,258.64,AstraZeneca
748,DIETHYLPROPION HYDROCHLORIDE,This prescription helps to control seizures in individuals with epilepsy,375.6,Johnson & Johnson
749,Enoxaparin Sodium,This drug is used to relieve symptoms of allergies such as sneezing and itching,413.66,Merck
750,Balamine,This medication is prescribed to treat depression and improve mood,274.03,Johnson & Johnson
751,NATRUM PHOSPHORICUM,This medicine is used to manage anxiety and panic disorders,311.73,AstraZeneca
752,good neighbor pharmacy flu and severe cold and cough,This medication is used to treat high blood pressure,413.62,AbbVie
753,Amoxicillin and Clavulanate Potassium,This medication is used to treat high blood pressure,263.52,Merck
754,equate antacid,This prescription helps to control seizures in individuals with epilepsy,146.97,Bristol-Myers Squibb
755,Acetaminophen and Codeine Phosphate,This remedy is used to reduce inflammation and pain caused by arthritis,226.95,Merck
756,Pfizerpen,This remedy is used to reduce inflammation and pain caused by arthritis,304.97,Roche
757,Methyldopa,This remedy is used to treat insomnia and promote sleep.,109.47,Pfizer
758,miconazole 7,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,499.32,AbbVie
759,Zinc Oxide,This remedy is used to treat insomnia and promote sleep.,437.88,AstraZeneca
760,Protopam Chloride,This remedy is used to reduce inflammation and pain caused by arthritis,410.91,Merck
761,PDI Sani-Hands ALC,This medicine is used to manage anxiety and panic disorders,308.34,Pfizer
762,Shopko Antibacterial Hand Sanitizer,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,230.39,GlaxoSmithKline
763,Exforge,This medication is used to treat high blood pressure,473.08,GlaxoSmithKline
764,Magnesium sulf Conchae Special Order,This prescription helps to control seizures in individuals with epilepsy,129.79,Sanofi
765,Ovide,This remedy is used to reduce inflammation and pain caused by arthritis,268.93,AbbVie
766,ACITRETIN,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,223.45,Merck
767,Nicotrol (Professional Sample),This medicine is used to manage anxiety and panic disorders,385.46,Bristol-Myers Squibb
768,VERELAN PM,This remedy is used to reduce inflammation and pain caused by arthritis,85.63,Johnson & Johnson
769,Hydromorphone Hydrochloride,This remedy is used to treat insomnia and promote sleep.,152.71,Merck
770,Senna Laxative,This remedy is used to reduce inflammation and pain caused by arthritis,287.02,Johnson & Johnson
771,Ibuprofen,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,195.13,Roche
772,Oat Grain,This medicine is used to manage anxiety and panic disorders,472.22,AbbVie
773,FEXOFENADINE HYDROCHLORIDE,This drug is used to relieve symptoms of allergies such as sneezing and itching,284.84,Novartis
774,Amiodarone Hydrochloride,This drug is prescribed to relieve pain and reduce fever,237.41,GlaxoSmithKline
775,Oxygen,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,88.57,Johnson & Johnson
776,"Pollens - Weeds and Garden Plants, Nettle Urtica dioica",This remedy is used to reduce inflammation and pain caused by arthritis,268.96,Johnson & Johnson
777,Amoxicillin,This medication is prescribed to treat depression and improve mood,435.31,Roche
778,Vecuronium Bromide,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,289.3,Merck
779,Simvastatin,This prescription helps to control seizures in individuals with epilepsy,428.29,Novartis
780,Isolyte S in Dextrose,This prescription helps to control seizures in individuals with epilepsy,248.12,GlaxoSmithKline
781,CTx4 Gel 1100,This medication is used to treat high blood pressure,476.39,Pfizer
782,Acremonium strictum,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,498.13,Sanofi
783,lice kit,This drug is prescribed to relieve pain and reduce fever,497.57,Sanofi
784,Nausea Constipation,This medication is prescribed to treat depression and improve mood,175.52,Roche
785,Carbo Vegetabilis 30c,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,331.75,Pfizer
786,Pleo Usti,This prescription helps to control seizures in individuals with epilepsy,152.31,Bristol-Myers Squibb
787,up and up allergy relief,This medication is prescribed to treat depression and improve mood,448.84,Pfizer
788,stop smoking aid,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,234.33,Novartis
789,Panic Ease,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,320.22,Merck
790,Metformin Hydrochloride,This medication is prescribed to treat depression and improve mood,308.82,Johnson & Johnson
791,Cartia,This prescription helps to control seizures in individuals with epilepsy,456.19,Novartis
792,Acetaminophen,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,448.1,Merck
793,Magnesium Citrate,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,176.1,Bristol-Myers Squibb
794,Furosemide,This remedy is used to reduce inflammation and pain caused by arthritis,111.57,Sanofi
795,SINUS RELIEF,This medication is prescribed to treat depression and improve mood,299.63,AbbVie
796,Prochlorperazine Maleate,This medication is prescribed to treat depression and improve mood,158.83,Sanofi
797,TYLO,This medication is prescribed to treat depression and improve mood,297.09,Roche
798,Premier Value Medicated Chest Rub,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,172.66,AbbVie
799,Alprazolam,This medication is prescribed to treat depression and improve mood,145.61,Novartis
800,Fentanyl Citrate,This medication is used to treat high blood pressure,471.03,GlaxoSmithKline
801,Brioschi Childrens Effervescent Antacid,This medicine is used to manage anxiety and panic disorders,401.57,GlaxoSmithKline
802,Total Suncare Sunscreen SPF 70,This medication is used to treat high blood pressure,93.99,Merck
803,NIACIN,This drug is prescribed to relieve pain and reduce fever,141.03,AbbVie
804,Cough Control,This remedy is used to treat insomnia and promote sleep.,381.27,Novartis
805,Venlafaxine Hydrochloride,This medication is used to treat high blood pressure,443.09,Sanofi
806,Meloxicam,This drug is prescribed to relieve pain and reduce fever,342.65,Johnson & Johnson
807,Naproxen Sodium,This remedy is used to reduce inflammation and pain caused by arthritis,344.79,GlaxoSmithKline
808,Endopath-F,This medicine is used to manage anxiety and panic disorders,207.36,Roche
809,supernatural airbrushed canvas broad spectrum spf 15 sunscreen,This medicine is used to manage anxiety and panic disorders,91.71,Bristol-Myers Squibb
810,Losortan Potassium,This medication is prescribed to treat depression and improve mood,286.62,Novartis
811,Lidocaine Hydrochloride,This remedy is used to reduce inflammation and pain caused by arthritis,74.06,Bristol-Myers Squibb
812,Body Luxuries French Lavender Antibacterial Hand Sanitizer,This drug is prescribed to relieve pain and reduce fever,177.81,Novartis
813,Famotidine,This drug is used to relieve symptoms of allergies such as sneezing and itching,418.11,Pfizer
814,Intervene Makeup SPF 15 Soft Beige,This medicine is used to manage anxiety and panic disorders,461.16,Novartis
815,Sheer Defense Tinted Moisturizer Broad Spectrum SPF 15 MD 70,This drug is prescribed to relieve pain and reduce fever,433.87,AstraZeneca
816,Throat and Chest Honey Lemon and Menthol,This medication is prescribed to treat depression and improve mood,73.8,Pfizer
817,Mustard Seed,This medication is prescribed to treat depression and improve mood,182.8,Roche
818,Tendon Rescue,This medication is prescribed to treat depression and improve mood,197.9,Pfizer
819,SHISEIDO THE MAKEUP LIFTING FOUNDATION,This medication is prescribed to treat depression and improve mood,473.55,AstraZeneca
820,ziprasidone hydrochloride,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,242.81,Sanofi
821,Othree 50 Whitening,This drug is used to relieve symptoms of allergies such as sneezing and itching,175.0,AstraZeneca
822,amoxicillin and clavulanate potassium,This drug is used to relieve symptoms of allergies such as sneezing and itching,484.96,Roche
823,Nauzene,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,474.83,AstraZeneca
824,Palgic,This remedy is used to treat insomnia and promote sleep.,462.56,Novartis
825,CVS Pharmacy Cold and Sore Throat,This medication is used to treat high blood pressure,384.72,Roche
826,Colic,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,150.2,Sanofi
827,Fluconazole,This prescription helps to control seizures in individuals with epilepsy,214.52,AstraZeneca
828,Captopril,This medication is prescribed to treat depression and improve mood,454.32,GlaxoSmithKline
829,Avalide,This remedy is used to treat insomnia and promote sleep.,441.41,AstraZeneca
830,Sodium Chloride,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,376.65,Sanofi
831,Amitriptyline Hydrochloride,This remedy is used to treat insomnia and promote sleep.,498.45,AbbVie
832,Ibuprofen,This prescription helps to control seizures in individuals with epilepsy,122.51,AbbVie
833,Softlips Jelly Bean,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,475.5,AbbVie
834,Daily Balance,This prescription helps to control seizures in individuals with epilepsy,384.59,Novartis
835,acid controller,This medicine is used to manage anxiety and panic disorders,487.65,Bristol-Myers Squibb
836,Isosulfan Blue,This medication is prescribed to treat depression and improve mood,370.31,Johnson & Johnson
837,My Fair Baby,This drug is used to relieve symptoms of allergies such as sneezing and itching,144.92,Novartis
838,cephalexin,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,311.16,Johnson & Johnson
839,Oxycodone and Acetaminophen,This drug is used to relieve symptoms of allergies such as sneezing and itching,72.69,AstraZeneca
840,Neomycin and Polymyxin B Sulfates,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,461.67,Merck
841,AGARICUS MUSCARIUS,This drug is used to relieve symptoms of allergies such as sneezing and itching,491.06,Bristol-Myers Squibb
842,Glimepiride,This medicine is used to manage anxiety and panic disorders,386.41,Pfizer
843,care one sinus,This remedy is used to reduce inflammation and pain caused by arthritis,380.92,Johnson & Johnson
844,Pioglitazone and Metformin Hydrocholride,This drug is prescribed to relieve pain and reduce fever,51.76,AstraZeneca
845,Body,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,93.15,Sanofi
846,Flawless by Sonya Aloe BB Creme,This medication is prescribed to treat depression and improve mood,224.02,AbbVie
847,Xodol,This medicine is used to manage anxiety and panic disorders,274.54,AbbVie
848,LanoGuard,This medication is used to treat high blood pressure,207.67,Merck
849,Nivea A Kiss of Intense Moisture Healing Medicated Lip Care,This drug is used to relieve symptoms of allergies such as sneezing and itching,148.1,Merck
850,Pancreas Equisetum,This remedy is used to reduce inflammation and pain caused by arthritis,467.97,Sanofi
851,LBel Paris,This drug is used to relieve symptoms of allergies such as sneezing and itching,143.66,AstraZeneca
852,Sensodyne,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,56.12,Roche
853,NEO-POLY-DEX,This medication is prescribed to treat depression and improve mood,377.22,AstraZeneca
854,Migraine Relief,This remedy is used to treat insomnia and promote sleep.,330.3,AstraZeneca
855,Anti-Itch,This medication is used to treat high blood pressure,74.86,Sanofi
856,LBEL COULEUR LUXE AMPLIFIER XP,This remedy is used to treat insomnia and promote sleep.,476.31,AbbVie
857,MOXEZA,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,219.57,Merck
858,TopCare Childrens All Day Allergy,This drug is used to relieve symptoms of allergies such as sneezing and itching,314.88,Novartis
859,COUMADIN,This medication is used to treat high blood pressure,266.5,Johnson & Johnson
860,Triamterene and Hydrochlorothiazide,This medication is prescribed to treat depression and improve mood,246.78,Johnson & Johnson
861,Fluphenazine Hydrochloride,This medication is prescribed to treat depression and improve mood,351.73,Sanofi
862,Treatment Set TS346157,This remedy is used to treat insomnia and promote sleep.,186.11,Pfizer
863,Dovonex,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,247.58,Bristol-Myers Squibb
864,Dandruff,This medication is used to treat high blood pressure,191.26,AstraZeneca
865,Aspirin,This prescription helps to control seizures in individuals with epilepsy,173.19,Pfizer
866,Bupropion Hydrochloride,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,384.35,Johnson & Johnson
867,Daily Body Moisture Hydrating Complex SPF8,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,381.34,GlaxoSmithKline
868,Fexofenadine Hydrochloride,This medication is prescribed to treat depression and improve mood,269.33,Bristol-Myers Squibb
869,SKIN STRONG - SKIN EQUIPMENT,This remedy is used to reduce inflammation and pain caused by arthritis,294.5,AbbVie
870,Dolce and Gabbana The Lift Foundation Amber 148,This medication is prescribed to treat depression and improve mood,365.58,Sanofi
871,Ceftriaxone Sodium,This medication is prescribed to treat depression and improve mood,468.1,Johnson & Johnson
872,Jute,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,99.65,Novartis
873,CLADOSPORIUM CLADOSPORIOIDES,This remedy is used to reduce inflammation and pain caused by arthritis,158.01,Novartis
